Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2-5-2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Israel;ISR;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;99.98454533;99.9948453;;;;;;;;;;;;;97.25663732;97.05522124;97.15371952;97.39435323;97.26679233;97.00507659;97.02558513;97.15457349;97.11977185;97.23903624;97.26433977;97.25290474;97.3075124;97.15872967;97.16622168;97.20731488;97.15410338;96.91014223;96.9267106;96.66153647;96.62279159;96.95279432;97.07304487;96.53851268;96.39583377;96.35144842;96.48398605;96.6586088;96.77552561;96.68275038;
Italy;ITA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;85.6104209;87.61714451;89.31098024;89.16118115;90.11980939;90.05268689;90.54986401;91.62898255;92.43561268;93.30522623;93.31802378;93.46442774;93.7367118;94.54555309;93.68373787;93.16201776;93.92315188;93.02772925;93.49310257;93.84406981;93.73038866;93.35108724;92.58894558;92.52218785;91.61572111;91.81477521;91.45783237;93.38343377;92.90484374;93.29463062;93.43818883;92.89537208;92.58124189;92.27029006;92.08793745;93.02465207;92.61465541;92.44346418;92.28589095;91.84137185;91.73009539;91.39325511;91.52462602;91.34161083;90.87769044;91.06687402;90.62392035;90.69449555;89.95419143;87.54907262;86.4833846;84.9995344;82.20138211;79.9643667;78.88117724;
Jamaica;JAM;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;86.2206009;89.07287751;91.39596664;90.23800708;90.54347076;89.53742116;90.15289063;89.75044152;91.31035935;90.17412253;90.34111952;89.20329082;88.25291559;86.41829649;85.37220563;85.42424747;85.76849736;85.81809024;86.54206485;82.59663876;82.64475756;83.54653136;84.00454442;83.89171212;84.92167189;85.27231199;84.89995493;86.71194566;86.68653433;84.64162354;86.9873509;89.03565956;89.38147279;89.06833023;88.93338642;90.15638853;90.36824661;86.0566383;82.43390511;82.7753975;82.60930435;82.21743075;82.54025504;;
Jordan;JOR;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;99.23427056;99.19000056;99.05091606;98.9027035;98.89465873;98.93775772;99.92993572;99.9429609;99.94444939;99.95447693;99.95094577;99.92264986;99.91859609;99.9259901;99.99617943;;;99.84865085;99.87863355;98.13195698;98.19656571;98.52817198;98.45020586;98.46758004;98.55367271;98.58591983;98.57261674;98.5627864;98.53940472;98.4559407;98.00084863;97.98188052;96.96364962;97.67449453;97.89825814;97.89538437;98.41011895;98.00535382;97.96266522;97.34740255;95.99311455;97.32109121;97.61826839;;
Japan;JPN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;93.77638049;93.60324056;94.42113367;94.60904532;95.20367033;95.14102392;95.26393589;96.50803224;96.64255952;97.01007706;97.00480674;96.51399787;96.57390676;97.34559991;96.17244178;95.47404891;94.9935628;95.52269976;93.39450472;92.61089091;91.32407256;90.74452145;88.51455278;87.43145523;87.10336968;84.96822914;84.56660031;83.4724417;84.73903951;84.91936201;84.50493041;83.82548986;83.93059658;82.36787977;82.63582619;81.39635905;81.13236613;80.23816218;79.23569584;80.4505244;80.52614054;80.42660705;81.65101863;84.06593637;82.47747266;81.41282421;81.26639889;83.28584743;82.99255116;81.01586756;80.87392837;89.70511012;94.53680328;94.57254619;94.73716536;
Kazakhstan;KAZ;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.95140293;97.24331096;97.55977451;98.09382002;96.58277851;97.26043248;97.19461595;97.37035736;97.63797078;97.61159254;97.25212234;97.48459332;97.93442453;98.51095824;98.96164693;98.67108722;98.84731326;98.8877292;98.9466038;99.05367536;98.78505276;98.93383169;98.87645395;99.19265774;;
Kenya;KEN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;21.17697465;21.83039531;21.04074889;20.94443236;19.89100151;20.90969332;21.59172922;20.71255819;20.40543075;20.48917501;19.47136576;17.83924872;15.98335992;17.61965985;17.85976574;18.84860877;19.34182574;18.70246137;18.88563811;17.93793424;16.92899835;16.63471423;16.04021583;14.85062363;15.65289136;16.36872488;15.59137118;16.55343105;16.97490267;18.23855621;16.40632426;15.62916872;12.95763083;14.1748409;15.34655158;16.91424158;16.49183172;16.82044317;18.74640113;19.29323409;18.91484963;17.01539273;18.13253525;;
Kyrgyz Republic;KGZ;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.52393516;92.62683953;87.77939669;82.00145465;71.09036609;64.67421508;68.08947638;69.24585569;70.77945339;63.08087685;62.78335226;60.34194236;65.88786629;65.0494745;67.12009192;66.02258082;66.5907126;70.29172582;74.40930313;72.98543958;70.51697531;70.10080255;73.86900016;72.20077699;;
Cambodia;KHM;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.02464871;17.92264811;18.41723741;18.41302261;19.51302766;20.33628847;21.64185631;18.62144657;19.54712898;24.43280442;27.28948875;29.54865221;33.17491232;34.01527518;27.86544224;29.46523632;29.02667031;29.09586193;28.6359898;;
Kiribati;KIR;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
St. Kitts and Nevis;KNA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
Korea; Rep.;KOR;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;99.33108705;99.36350194;99.4878755;99.30030104;99.40830209;99.43398408;99.56141386;97.79865977;97.44106221;97.39015432;97.56185466;97.31503876;94.49032439;93.54388926;91.19473875;87.31446133;83.71814548;85.4666552;83.84311536;83.78013157;84.3380946;85.82812264;86.92320801;87.73615025;87.08372533;87.06887757;87.56412074;84.15197468;83.59460003;83.96860009;83.75121502;83.43111204;82.21699509;82.48511384;80.61091994;80.54716817;81.81923465;81.1693777;81.65563805;82.86953009;82.74552314;83.22136322;84.16471753;82.45883943
Kosovo;KSV;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.92267429;86.39372469;86.27717104;86.95110426;86.76230643;87.2096316;87.30212011;88.08794969;87.57461411;88.18078596;88.37101082;88.64308127;88.63153032;90.21079131;;
Kuwait;KWT;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;99.8197717;99.94561604;99.66977728;99.8812104;99.87513912;99.8849205;99.99032059;99.99110972;99.97178873;99.96480681;99.96427509;99.96790967;99.98791253;99.95330246;99.95804596;99.96126382;99.9643898;99.97083434;99.97502649;99.93540595;99.78131982;99.90887488;99.97024602;99.98478048;99.95548129;99.97486611;99.99998647;;;100;99.99999502;100;100;;100;100;100;99.99999653;100;;;;99.99999715;;
Latin America & Caribbean (developing only);LAC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;57.65898072;59.66940541;62.17304818;63.16167258;63.70928154;64.95349832;65.68253253;67.11215963;67.40318177;68.25584868;68.09892567;68.09483229;66.13468708;64.93174867;65.20653115;65.2382952;65.21052377;65.41254225;65.38352741;65.65398061;66.37280042;66.82327187;67.17735769;67.73824052;67.67540671;68.23611528;68.90376451;69.86940316;69.58490251;70.1123094;70.7598238;69.92852753;69.11650854;68.7657401;68.7166816;68.44901861;67.95428118;68.08572258;67.87423483;68.16984682;68.69937226;69.80219485;70.42703407;;
Lao PDR;LAO;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lebanon;LBN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;90.88427682;91.15558986;94.01546179;92.73667916;91.79835359;92.33920881;90.05855237;91.5020855;91.66810798;92.47052564;92.1959941;90.73998288;91.80838679;91.89219451;93.09120562;93.88083418;93.86196919;91.94439308;92.20052103;92.54197385;93.63553061;93.15186366;95.13683144;95.17030524;95.31731339;94.61204603;95.14682702;95.12527698;95.71444259;94.03825324;94.74261487;95.20793298;94.8122179;94.65697142;93.99604309;93.36468216;92.55483198;95.55338207;95.59896969;94.9744764;95.518786;96.36997392;95.78075735;;
Liberia;LBR;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Libya;LBY;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;93.8207768;95.39383156;95.94208555;96.21670643;96.89375116;96.46365121;97.06539263;97.33111916;97.61882136;98.22619006;98.35754531;98.48867921;98.51987887;98.62093686;98.7659888;98.76018414;98.86422185;98.81839473;98.91166984;98.88036099;98.8963449;98.89077532;98.93127773;99.05348346;99.1060089;99.14200821;99.137709;99.12998343;99.09946803;99.12241244;99.1275117;99.1448933;99.15601598;99.16622948;99.12507175;99.10341446;99.05728735;99.11598741;99.1579501;99.23664642;98.82277468;99.00196602;98.97713652;;
St. Lucia;LCA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
Latin America & Caribbean (all income levels);LCN;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;67.88503583;68.19538558;69.88439423;70.37405063;70.44239808;71.33797359;71.87652551;73.05270281;72.98086643;73.56377643;73.49905258;73.29291222;71.82059804;70.82694972;70.32504984;70.57794432;70.29293674;70.68792117;70.79243693;70.63501028;71.12508822;71.82656201;71.76782449;72.35219218;72.19458681;72.81250621;73.26660956;74.02235109;74.03963268;74.26564896;74.57017414;73.99995587;73.41257512;73.4216854;73.11601381;73.19125443;72.77724502;73.17730665;72.93069415;73.50280007;73.57932306;74.12488025;74.24018884;;
Least developed countries: UN classification;LDC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;14.26136544;14.27482011;14.92746387;14.73653807;13.55693527;14.04730432;13.98666821;14.10859765;14.28064052;15.2557001;14.87383765;15.06345261;14.98872521;15.27494064;15.54053837;16.08854645;16.1473749;16.85677346;16.57232314;17.20103643;16.98778351;16.84284134;16.97493123;17.24707863;18.72245321;19.05510235;19.5323862;19.66859764;20.82570703;20.66660157;21.31258396;21.40519888;22.4782169;23.18931723;23.24326922;24.44124333;25.1897089;25.95016807;26.20505878;26.59894613;26.31702536;27.75790941;28.54701481;;
Low income;LIC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;35.63865741;35.74692893;36.18282444;36.23841464;36.16770791;37.02388807;37.65133093;38.6358577;39.83308108;40.71107384;40.86114988;41.09848367;41.57915398;41.6632133;41.82598064;41.39626823;40.67889223;40.42852666;39.64863743;38.53006475;37.25592829;33.83661444;31.81971201;29.36377294;28.19873692;26.12112098;25.07854777;23.57480291;24.45740677;24.4176252;24.57172707;23.27675642;23.01174788;23.15000739;23.33868848;23.14759655;21.17794644;21.67988604;21.44716274;20.90458306;18.61957566;19.39582503;19.66808105;;
Liechtenstein;LIE;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;26.01177758;30.49144408;31.10533142;26.34566871;24.06802711;23.53397244;25.40010916;27.40800523;28.80304069;29.23332978;28.64684178;30.57580187;30.91622868;26.80580479;24.74067138;24.50859956;26.12117835;24.74355181;23.55703249;24.11358073;25.13374657;24.79726535;29.80516926;31.698369;33.06375348;37.55152811;37.67683864;38.92736154;39.8370321;43.0245776;43.35644415;44.58774447;46.37187614;45.79686823;45.29383381;43.43980102;45.38813774;44.86267171;43.55871971;43.08771554;48.84018447;47.31202305;45.87418024;;
Lower middle income;LMC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;31.99373604;32.8124046;33.545574;34.33365977;35.00015931;35.83695169;37.20726978;37.29841593;38.56767953;39.06568626;40.46200323;41.62000552;42.22605924;42.70747568;43.94013539;44.97423412;46.31178326;47.12816808;48.27854517;62.92507326;63.18090094;62.30672236;61.65366553;60.53324152;61.42951999;61.31232096;61.5830597;61.53698893;62.2341407;62.11379174;62.21104781;62.76267757;63.02366104;63.60627447;64.15342849;64.33707133;64.81622325;65.23158787;65.85530691;66.45506987;65.99052866;66.34736707;66.06622187;;
Low & middle income;LMY;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;44.19907189;44.15911347;49.04966574;51.62627951;53.97489237;56.08172971;59.44922184;60.62461071;62.18319547;64.16108791;65.65402953;54.28864808;55.25361206;56.48718707;56.99446596;58.53900049;59.46750942;61.05956973;62.4951602;62.87737368;62.98387946;62.96818267;63.62658607;63.75501262;64.37092472;64.8364698;65.31052438;66.0585091;66.60409553;66.88390348;71.95600351;71.44595793;71.27562595;71.53864455;71.42111639;72.34881144;72.42328451;72.58299865;72.43919443;72.6553356;73.04183319;73.30030831;73.70302056;74.78185818;75.96584521;76.60242968;77.25400659;77.60982497;77.67318062;78.07856888;78.57528197;79.04070896;79.18197656;79.46025405;;
Lesotho;LSO;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
Lithuania;LTU;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.75342627;77.72702809;65.05710605;61.01380459;66.80929516;59.9704725;58.61733395;60.17216697;59.25243502;60.26766649;58.67376983;57.44371638;53.45321369;52.15905904;53.3631103;59.88021109;61.14546618;60.9706202;60.25067732;55.37100449;74.29750942;73.87595173;72.89319445;70.02233644;;
Luxembourg;LUX;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;99.92451652;99.91239348;99.48767596;98.7830081;98.19268619;97.93904089;97.38759715;97.21771291;97.20080657;96.98460145;96.56297917;96.0918435;95.98769206;95.95872753;94.85948931;94.33700819;93.99999948;93.51444535;93.83302409;93.18829057;92.30693376;90.94392859;89.82348673;88.71379639;88.95788562;89.10240494;89.1765245;88.44921707;88.12741506;88.89654975;89.17085254;89.30698436;89.32659978;89.34209305;87.94841452;84.91984748;85.62631275;84.28297119;82.71809006;83.01312235;83.44341262;84.98340818;89.84916727;89.7010317;91.2583383;91.16899273;90.33412984;88.08548398;87.11638336;88.70503581;87.95793143;87.00913724;87.21817312;84.5273191;83.68482493;
Latvia;LVA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.76807897;79.82075961;76.61425697;73.37090452;70.50862837;66.42518378;65.23375847;65.08488454;64.9938205;63.32951944;63.38829031;63.67106267;63.41260314;63.63404893;62.98706756;63.18156672;64.808012;65.12969688;65.08767982;61.12606339;65.84999642;62.89389927;58.04189359;58.98271957;;
Macao SAR; China;MAC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Martin (French part);MAF;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;73.40140281;74.65984981;77.70975143;78.74809098;79.8261454;81.00854919;81.67634447;82.28428932;82.80047737;82.84554663;83.35422713;84.31307055;84.71830985;85.01989246;84.81762523;84.73084703;84.57863144;84.89798826;85.59162471;85.45296736;84.56493735;85.24206947;86.01206235;86.65231751;86.99147151;86.34459194;86.48587943;86.34715388;86.90608053;86.47918022;87.4946975;87.72476033;87.09148662;87.9848676;89.65934932;89.06172072;88.67739861;88.6426979;87.6131093;87.92857545;89.05678502;89.36319611;88.10480019;;
Monaco;MCO;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moldova;MDA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.72865677;98.33243531;97.27127802;94.68961838;94.2949714;93.23919865;92.8344921;92.18524724;91.48474834;90.97027158;89.48375959;87.804714;89.2940718;89.42114872;88.00969053;89.55525253;89.07959187;92.64322527;90.35400377;91.15967078;90.57070791;86.33121226;;
Madagascar;MDG;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maldives;MDV;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
Middle East & North Africa (all income levels);MEA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;95.06452047;95.09870073;95.42972245;95.7148363;95.85188092;96.10174961;96.23018478;96.36011807;96.87781759;97.17417712;97.27553351;97.54104023;97.80418266;97.88712317;97.77065912;97.83230184;97.85095623;98.04906174;98.14017858;97.96639567;97.85074786;98.07932873;98.1683314;98.25566673;98.44909365;98.39475477;98.48570424;98.4461552;98.45977035;98.55999061;98.57674267;98.60762665;98.53713786;98.50790769;98.43861852;98.41786033;98.49065886;98.76559779;98.78943223;98.66164768;98.70833076;98.58981812;98.63277265;;
Mexico;MEX;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;83.1922526;84.55158179;85.22364367;85.36731293;86.33865579;86.85619355;87.46710898;88.71850495;88.90348749;90.360449;90.40010193;90.61288128;90.0872829;90.03597818;90.01739304;88.74772082;88.44363079;88.41359705;88.52680144;87.23161546;87.22658428;86.80312676;86.65423948;88.03781873;85.9900812;86.06883929;86.19712949;86.77604033;86.81540219;86.79313459;87.73986733;87.99228818;88.27601629;88.30215623;87.94506136;88.35377071;88.52134375;88.54951171;88.96188408;89.26571943;89.19102886;90.0225124;90.37982668;89.60221419;
Marshall Islands;MHL;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;
Middle income;MIC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;44.19907189;44.15911347;49.04966574;51.62627951;53.97489237;56.08172971;59.44922184;60.62461071;62.18319547;64.16108791;65.65402953;55.44653829;56.43586687;57.68291508;58.19934345;59.77535539;60.68893345;62.28485675;63.70929307;64.05058693;64.13193604;64.10270111;64.76648856;64.88633258;65.50233403;65.97571501;66.46342356;67.24019052;67.79751624;68.10406278;73.14360272;72.67012237;72.5853223;72.8882019;72.81693652;73.80038137;73.90887052;74.08699056;73.99620664;74.22273765;74.63185118;74.91245855;75.34360752;76.39898894;77.51798991;78.1494908;78.78285164;79.13563556;79.19627329;79.62088202;80.08959897;80.56281111;80.67588221;80.94950345;;
Macedonia; FYR;MKD;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98.00382611;96.75839988;89.49238325;89.13723963;89.27533877;88.79046111;90.88161349;89.48667797;90.86549994;88.69793802;87.31846763;89.80575158;88.40655003;86.21784957;85.01390723;84.62103432;83.88108279;85.06010882;83.78533711;84.4008056;81.11916478;82.11302455;82.20397591;82.04133586;
Mali;MLI;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malta;MLT;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;100;;;100;100;99.99960411;100;99.99964834;100;100;;;99.99975708;100;100;;100;100;100;100;100;;;100;100;100;99.99985523;100;;;99.96740761;99.96233326;99.95104033;99.94039645;99.92246629;99.91016083;99.89146247;99.88027152;99.34763425;99.09660318;98.70437386;98.25567858;;
Myanmar;MMR;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;19.08969722;18.48229562;14.97411529;16.69309081;16.406696;17.86324875;18.09296143;17.79304335;17.91867877;18.90660592;18.64881892;18.84266092;18.29094411;19.64566617;19.87589874;21.11787562;16.4490707;16.02046174;15.31769087;14.56584076;14.76492089;13.81262624;17.85300663;19.96683244;21.44538998;22.54497228;22.78799021;24.02577866;26.03422665;27.18274082;23.62936767;24.07993361;27.12674601;30.15094173;29.52903186;29.89320169;31.85684729;28.57558244;23.38072442;21.30855409;20.95425781;27.00923214;30.09659096;;
Middle East & North Africa (developing only);MNA;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;92.54971249;92.95778221;93.92700646;94.28835165;94.60076947;94.88911824;94.98511674;94.95586398;95.50632497;95.57780888;95.86309131;96.2906378;96.37318498;96.62431797;96.78586775;96.70236032;96.6373778;96.8061547;97.0311983;97.06860422;96.79111127;96.89780616;97.06882971;97.28312844;97.64752562;97.55039794;97.73086851;97.66903988;97.74707053;97.74693069;97.79498301;97.86279686;97.75269524;97.79946319;97.62037452;97.54114946;97.57039252;98.07695887;98.06879798;97.96269109;97.95546711;97.90176248;97.68432477;;
Montenegro;MNE;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.84636787;56.03495669;53.85516518;60.96943894;51.52533881;60.57508889;63.0441155;61.18212291;61.12747234;;
Mongolia;MNG;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;97.11889568;97.49615124;97.66756508;97.79970287;97.47992972;97.17144606;97.79786588;97.34990495;96.81020805;96.2540297;95.71534597;94.90562231;94.9800156;95.00062696;95.63205483;93.92703293;93.11310304;92.9921114;92.78071902;92.9924887;93.913775;94.506703;94.49723449;94.51215979;94.80833819;94.84709133;95.25636832;96.33200328;95.17500236;;
Northern Mariana Islands;MNP;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;13.44248213;12.40940303;13.09420808;11.78771916;10.90180058;9.832983275;11.33240648;8.523446302;9.022898162;11.07382805;9.058182925;9.097829754;8.279946878;7.316932442;7.296229421;7.299497265;7.379497643;7.512069651;7.465716398;5.46214727;4.924536039;5.505030538;6.146608654;5.370786232;5.672039512;5.552479913;6.487632185;5.321251042;5.595292913;6.737874855;6.559086197;6.001886409;6.846046436;6.705884109;6.010092175;6.258186511;7.351488288;7.026960149;7.683914087;8.010442346;9.108038153;8.362592401;9.20732788;;
Mauritania;MRT;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mauritius;MUS;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;23.40470533;25.48598035;28.14164797;32.61704286;34.20321016;37.83598296;41.65409817;43.9135376;44.19807268;42.94751216;43.69690728;41.72164831;45.72716169;46.87750905;43.49333737;47.13398262;47.87572151;53.30731027;54.18111054;55.45924661;58.4556701;59.04804362;62.67835257;65.87272524;63.29552877;65.39378726;63.78766491;65.49165738;75.80217542;73.86310096;73.52793677;75.42063183;75.84136424;75.46381545;77.39820195;79.50369519;80.32569535;79.38891754;81.0468331;81.65630027;82.43970836;83.15324465;83.78117107;;
Malawi;MWI;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;MYS;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;75.24253557;74.54199379;73.81235254;76.24450434;76.72391222;78.40616704;78.45892404;82.6082342;84.69587114;84.2244597;84.69817677;84.60982624;86.37087953;85.4582271;85.22100685;86.42534958;85.75630698;85.80010136;87.01870563;88.00428413;89.99612437;90.75887183;91.11716137;90.47635286;91.13096264;92.05665284;93.39014962;92.82409748;92.25778257;93.16749773;93.30252727;93.70289211;94.08746032;94.34433511;95.00514006;94.7910615;95.11673629;94.93071566;94.6546174;94.83331814;94.74808428;94.63233402;94.80248375;;
North America;NAC;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;94.66844187;94.72183996;94.8003376;95.00987243;95.02844149;95.12301563;95.1875987;95.19445704;95.11948012;95.01774601;94.99900158;94.7043859;94.41601434;93.94958222;93.11362846;92.27313951;92.1491038;91.54944919;90.81850214;90.84675367;90.38192495;89.73927309;88.98087588;88.25559694;87.73122662;87.03648334;86.25047548;86.03335706;85.78279115;85.88501206;85.27182538;84.47890246;84.46946866;84.86148121;84.56926729;84.26618318;84.35073131;85.34197629;85.15677773;84.84144458;84.97211368;85.39034378;85.21866164;85.32727975;85.06213257;84.85636379;84.44683822;84.48361399;83.84161856;83.06591326;83.08897727;82.60925219;82.63985313;82.12138865;;
Namibia;NAM;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53.40084209;54.52070652;57.8307784;61.73729383;62.32418059;62.95303378;63.20135343;61.97592522;60.89268408;61.22162535;65.94472921;62.07260741;62.71157778;62.36349186;62.30552991;61.58652859;61.86003677;65.83370781;66.21802537;66.41013474;65.78143663;65.50217525;66.51276187;;
New Caledonia;NCL;Fossil fuel energy consumption (% of total);EG.USE.COMM.FO.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
